准确性权重,连续等待权重,不稳定权重,胜出方案,最小综合风险
0.49,0.1,0.41000000000000003,18/22,0.06310216850578537
0.49,0.11,0.4,18/22,0.06723004437523426
0.49,0.12,0.39,18/22,0.07135792024468317
0.49,0.13,0.38,18/22,0.07548579611413207
0.49,0.14,0.37,18/22,0.07961367198358098
0.49,0.15,0.36,18/22,0.08374154785302987
0.49,0.16,0.35,18/22,0.08786942372247877
0.49,0.17,0.33999999999999997,18/22,0.09199729959192768
0.49,0.18,0.33,18/22,0.09612517546137658
0.49,0.19,0.32,18/22,0.10025305133082549
0.49,0.2,0.31,16/18,0.10405382836911997
0.49,0.21,0.30000000000000004,16/18,0.10587490916098725
0.49,0.22,0.29000000000000004,16/18,0.10769598995285456
0.49,0.23,0.28,16/18,0.10951707074472189
0.49,0.24,0.27,16/18,0.11133815153658919
0.49,0.25,0.26,16/18,0.1131592323284565
0.49,0.26,0.25,16/18,0.1149803131203238
0.49,0.27,0.24,16/18,0.1168013939121911
0.49,0.28,0.22999999999999998,16/18,0.11862247470405841
0.49,0.29,0.22000000000000003,16/18,0.12044355549592571
0.49,0.3,0.21000000000000002,16/18,0.12226463628779302
0.49,0.31,0.2,16/18,0.12408571707966033
0.49,0.32,0.19,16/18,0.12590679787152764
0.49,0.33,0.18,16/18,0.12772787866339497
0.49,0.34,0.16999999999999998,16/18,0.12954895945526226
0.49,0.35000000000000003,0.15999999999999998,16/18,0.1313700402471296
0.49,0.36,0.15000000000000002,16/18,0.13319112103899688
0.49,0.37,0.14,16/18,0.13501220183086418
0.49,0.38,0.13,15/18,0.13622648192877723
0.49,0.39,0.12,15/18,0.1363723888308639
0.49,0.4,0.10999999999999999,15/18,0.13651829573295057
0.49,0.41000000000000003,0.09999999999999998,15/18,0.13666420263503723
0.49,0.42,0.09000000000000002,15/18,0.13681010953712391
0.49,0.43,0.08000000000000002,15/18,0.1369560164392106
0.49,0.44,0.07,15/18,0.13710192334129725
0.49,0.45,0.06,15/18,0.13724783024338394
0.49,0.46,0.04999999999999999,15/18,0.13739373714547062
0.49,0.47000000000000003,0.03999999999999998,15/18,0.1375396440475573
0.49,0.48,0.030000000000000027,15/18,0.13768555094964396
0.49,0.49,0.020000000000000018,15/18,0.13783145785173068
0.49,0.5,0.010000000000000009,15/18,0.13797736475381733
0.49,0.51,0.0,15/18,0.13812327165590402
0.5,0.0,0.5,18/22,0.02226878552173095
0.5,0.01,0.49,18/22,0.026396661391179854
0.5,0.02,0.48,18/22,0.030524537260628756
0.5,0.03,0.47,18/22,0.03465241313007766
0.5,0.04,0.46,18/22,0.03878028899952656
0.5,0.05,0.45,18/22,0.04290816486897547
0.5,0.06,0.44,18/22,0.047036040738424365
0.5,0.07,0.43,18/22,0.05116391660787327
0.5,0.08,0.42,18/22,0.055291792477322174
0.5,0.09,0.41000000000000003,18/22,0.05941966834677108
0.5,0.1,0.4,18/22,0.06354754421621998
0.5,0.11,0.39,18/22,0.06767542008566887
0.5,0.12,0.38,18/22,0.07180329595511778
0.5,0.13,0.37,18/22,0.07593117182456668
0.5,0.14,0.36,18/22,0.08005904769401559
0.5,0.15,0.35,18/22,0.0841869235634645
0.5,0.16,0.33999999999999997,18/22,0.0883147994329134
0.5,0.17,0.32999999999999996,18/22,0.0924426753023623
0.5,0.18,0.32,18/22,0.09657055117181121
0.5,0.19,0.31,18/22,0.10069842704126011
0.5,0.2,0.3,16/18,0.10420958780854392
0.5,0.21,0.29000000000000004,16/18,0.10603066860041122
0.5,0.22,0.28,16/18,0.10785174939227854
0.5,0.23,0.27,16/18,0.10967283018414584
0.5,0.24,0.26,16/18,0.11149391097601315
0.5,0.25,0.25,16/18,0.11331499176788044
0.5,0.26,0.24,16/18,0.11513607255974775
0.5,0.27,0.22999999999999998,16/18,0.11695715335161506
0.5,0.28,0.21999999999999997,16/18,0.11877823414348239
0.5,0.29,0.21000000000000002,16/18,0.12059931493534967
0.5,0.3,0.2,16/18,0.12242039572721698
0.5,0.31,0.19,16/18,0.12424147651908429
0.5,0.32,0.18,16/18,0.12606255731095162
0.5,0.33,0.16999999999999998,16/18,0.12788363810281891
0.5,0.34,0.15999999999999998,16/18,0.1297047188946862
0.5,0.35000000000000003,0.14999999999999997,16/18,0.13152579968655354
0.5,0.36,0.14,16/18,0.13334688047842083
0.5,0.37,0.13,16/18,0.13516796127028816
0.5,0.38,0.12,15/18,0.13542407416652177
0.5,0.39,0.10999999999999999,15/18,0.13556998106860846
0.5,0.4,0.09999999999999998,15/18,0.13571588797069511
0.5,0.41000000000000003,0.08999999999999997,15/18,0.13586179487278183
0.5,0.42,0.08000000000000002,15/18,0.13600770177486848
0.5,0.43,0.07,15/18,0.13615360867695514
0.5,0.44,0.06,15/18,0.13629951557904185
0.5,0.45,0.04999999999999999,15/18,0.1364454224811285
0.5,0.46,0.03999999999999998,15/18,0.1365913293832152
0.5,0.47000000000000003,0.02999999999999997,15/18,0.13673723628530188
0.5,0.48,0.020000000000000018,15/18,0.13688314318738856
0.5,0.49,0.010000000000000009,15/18,0.13702905008947522
0.5,0.5,0.0,15/18,0.1371749569915619
0.51,0.0,0.49,18/22,0.022714161232165568
0.51,0.01,0.48,18/22,0.026842037101614473
0.51,0.02,0.47,18/22,0.030969912971063374
0.51,0.03,0.45999999999999996,18/22,0.035097788840512276
0.51,0.04,0.45,18/22,0.03922566470996118
0.51,0.05,0.44,18/22,0.043353540579410085
0.51,0.06,0.43,18/22,0.04748141644885899
0.51,0.07,0.42,18/22,0.051609292318307895
0.51,0.08,0.41,18/22,0.05573716818775679
0.51,0.09,0.4,18/22,0.0598650440572057
0.51,0.1,0.39,18/22,0.0639929199266546
0.51,0.11,0.38,18/22,0.0681207957961035
0.51,0.12,0.37,18/22,0.0722486716655524
0.51,0.13,0.36,18/22,0.07637654753500131
0.51,0.14,0.35,18/22,0.08050442340445021
0.51,0.15,0.33999999999999997,18/22,0.08463229927389912
0.51,0.16,0.32999999999999996,18/22,0.08876017514334802
0.51,0.17,0.31999999999999995,18/22,0.09288805101279693
0.51,0.18,0.31,18/22,0.09701592688224583
0.51,0.19,0.3,18/22,0.10114380275169474
0.51,0.2,0.29,16/18,0.10436534724796787
0.51,0.21,0.28,16/18,0.10618642803983519
0.51,0.22,0.27,16/18,0.10800750883170249
0.51,0.23,0.26,16/18,0.1098285896235698
0.51,0.24,0.25,16/18,0.1116496704154371
0.51,0.25,0.24,16/18,0.1134707512073044
0.51,0.26,0.22999999999999998,16/18,0.11529183199917171
0.51,0.27,0.21999999999999997,16/18,0.11711291279103904
0.51,0.28,0.20999999999999996,16/18,0.11893399358290635
0.51,0.29,0.2,16/18,0.12075507437477363
0.51,0.3,0.19,16/18,0.12257615516664094
0.51,0.31,0.18,16/18,0.12439723595850827
0.51,0.32,0.16999999999999998,16/18,0.12621831675037556
0.51,0.33,0.15999999999999998,16/18,0.12803939754224286
0.51,0.34,0.14999999999999997,16/18,0.12986047833411019
0.51,0.35000000000000003,0.13999999999999996,16/18,0.13168155912597748
0.51,0.36,0.13,16/18,0.1335026399178448
0.51,0.37,0.12,15/18,0.13447575950217966
0.51,0.38,0.10999999999999999,15/18,0.13462166640426634
0.51,0.39,0.09999999999999998,15/18,0.134767573306353
0.51,0.4,0.08999999999999997,15/18,0.1349134802084397
0.51,0.41000000000000003,0.07999999999999996,15/18,0.13505938711052637
0.51,0.42,0.07,15/18,0.13520529401261303
0.51,0.43,0.06,15/18,0.1353512009146997
0.51,0.44,0.04999999999999999,15/18,0.1354971078167864
0.51,0.45,0.03999999999999998,15/18,0.13564301471887308
0.51,0.46,0.02999999999999997,15/18,0.13578892162095973
0.51,0.47000000000000003,0.019999999999999962,15/18,0.13593482852304642
0.51,0.48,0.010000000000000009,15/18,0.1360807354251331
0.51,0.49,0.0,15/18,0.1362266423272198
0.52,0.0,0.48,18/22,0.023159536942600187
0.52,0.01,0.47,18/22,0.02728741281204909
0.52,0.02,0.45999999999999996,18/22,0.031415288681497996
0.52,0.03,0.44999999999999996,18/22,0.035543164550946894
0.52,0.04,0.44,18/22,0.0396710404203958
0.52,0.05,0.43,18/22,0.043798916289844704
0.52,0.06,0.42,18/22,0.0479267921592936
0.52,0.07,0.41,18/22,0.05205466802874251
0.52,0.08,0.39999999999999997,18/22,0.05618254389819141
0.52,0.09,0.39,18/22,0.060310419767640316
0.52,0.1,0.38,18/22,0.06443829563708922
0.52,0.11,0.37,18/22,0.06856617150653813
0.52,0.12,0.36,18/22,0.07269404737598703
0.52,0.13,0.35,18/22,0.07682192324543594
0.52,0.14,0.33999999999999997,18/22,0.08094979911488484
0.52,0.15,0.32999999999999996,18/22,0.08507767498433373
0.52,0.16,0.31999999999999995,18/22,0.08920555085378264
0.52,0.17,0.30999999999999994,18/22,0.09333342672323154
0.52,0.18,0.3,18/22,0.09746130259268045
0.52,0.19,0.29,18/22,0.10158917846212935
0.52,0.2,0.27999999999999997,16/18,0.10452110668739183
0.52,0.21,0.27,16/18,0.10634218747925914
0.52,0.22,0.26,16/18,0.10816326827112645
0.52,0.23,0.24999999999999997,16/18,0.10998434906299374
0.52,0.24,0.24,16/18,0.11180542985486105
0.52,0.25,0.22999999999999998,16/18,0.11362651064672837
0.52,0.26,0.21999999999999997,16/18,0.11544759143859568
0.52,0.27,0.20999999999999996,16/18,0.11726867223046299
0.52,0.28,0.19999999999999996,16/18,0.1190897530223303
0.52,0.29,0.19,16/18,0.1209108338141976
0.52,0.3,0.18,16/18,0.1227319146060649
0.52,0.31,0.16999999999999998,16/18,0.12455299539793221
0.52,0.32,0.15999999999999998,16/18,0.1263740761897995
0.52,0.33,0.14999999999999997,16/18,0.12819515698166684
0.52,0.34,0.13999999999999996,16/18,0.13001623777353413
0.52,0.35000000000000003,0.12999999999999995,16/18,0.13183731856540146
0.52,0.36,0.12,15/18,0.13352744483783754
0.52,0.37,0.10999999999999999,15/18,0.1336733517399242
0.52,0.38,0.09999999999999998,15/18,0.13381925864201089
0.52,0.39,0.08999999999999997,15/18,0.1339651655440976
0.52,0.4,0.07999999999999996,15/18,0.13411107244618425
0.52,0.41000000000000003,0.06999999999999995,15/18,0.13425697934827094
0.52,0.42,0.06,15/18,0.13440288625035762
0.52,0.43,0.04999999999999999,15/18,0.13454879315244428
0.52,0.44,0.03999999999999998,15/18,0.13469470005453096
0.52,0.45,0.02999999999999997,15/18,0.13484060695661762
0.52,0.46,0.019999999999999962,15/18,0.1349865138587043
0.52,0.47000000000000003,0.009999999999999953,15/18,0.135132420760791
0.52,0.48,0.0,15/18,0.13527832766287767
0.53,0.0,0.47,18/22,0.02360491265303481
0.53,0.01,0.45999999999999996,18/22,0.02773278852248371
0.53,0.02,0.44999999999999996,18/22,0.031860664391932615
0.53,0.03,0.43999999999999995,18/22,0.03598854026138152
0.53,0.04,0.43,18/22,0.04011641613083042
0.53,0.05,0.42,18/22,0.04424429200027932
0.53,0.06,0.41,18/22,0.04837216786972823
0.53,0.07,0.39999999999999997,18/22,0.05250004373917713
0.53,0.08,0.38999999999999996,18/22,0.05662791960862604
0.53,0.09,0.38,18/22,0.06075579547807494
0.53,0.1,0.37,18/22,0.06488367134752385
0.53,0.11,0.36,18/22,0.06901154721697274
0.53,0.12,0.35,18/22,0.07313942308642164
0.53,0.13,0.33999999999999997,18/22,0.07726729895587055
0.53,0.14,0.32999999999999996,18/22,0.08139517482531945
0.53,0.15,0.31999999999999995,18/22,0.08552305069476836
0.53,0.16,0.30999999999999994,18/22,0.08965092656421726
0.53,0.17,0.29999999999999993,18/22,0.09377880243366617
0.53,0.18,0.29,18/22,0.09790667830311507
0.53,0.19,0.27999999999999997,18/22,0.10203455417256398
0.53,0.2,0.26999999999999996,16/18,0.10467686612681577
0.53,0.21,0.26,16/18,0.10649794691868308
0.53,0.22,0.24999999999999997,16/18,0.1083190277105504
0.53,0.23,0.23999999999999996,16/18,0.1101401085024177
0.53,0.24,0.22999999999999998,16/18,0.111961189294285
0.53,0.25,0.21999999999999997,16/18,0.11378227008615231
0.53,0.26,0.20999999999999996,16/18,0.11560335087801962
0.53,0.27,0.19999999999999996,16/18,0.11742443166988693
0.53,0.28,0.18999999999999995,16/18,0.11924551246175424
0.53,0.29,0.18,16/18,0.12106659325362154
0.53,0.3,0.16999999999999998,16/18,0.12288767404548885
0.53,0.31,0.15999999999999998,16/18,0.12470875483735616
0.53,0.32,0.14999999999999997,16/18,0.12652983562922349
0.53,0.33,0.13999999999999996,16/18,0.12835091642109078
0.53,0.34,0.12999999999999995,16/18,0.13017199721295808
0.53,0.35000000000000003,0.11999999999999994,16/18,0.1319930780048254
0.53,0.36,0.10999999999999999,15/18,0.1327250370755821
0.53,0.37,0.09999999999999998,15/18,0.13287094397766877
0.53,0.38,0.08999999999999997,15/18,0.13301685087975548
0.53,0.39,0.07999999999999996,15/18,0.13316275778184214
0.53,0.4,0.06999999999999995,15/18,0.13330866468392882
0.53,0.41000000000000003,0.05999999999999994,15/18,0.13345457158601548
0.53,0.42,0.04999999999999999,15/18,0.13360047848810216
0.53,0.43,0.03999999999999998,15/18,0.13374638539018885
0.53,0.44,0.02999999999999997,15/18,0.1338922922922755
0.53,0.45,0.019999999999999962,15/18,0.1340381991943622
0.53,0.46,0.009999999999999953,15/18,0.13418410609644885
0.53,0.47000000000000003,-5.551115123125783e-17,15/18,0.13433001299853556
0.54,0.0,0.45999999999999996,18/22,0.024050288363469428
0.54,0.01,0.44999999999999996,18/22,0.02817816423291833
0.54,0.02,0.43999999999999995,18/22,0.032306040102367234
0.54,0.03,0.42999999999999994,18/22,0.03643391597181614
0.54,0.04,0.42,18/22,0.040561791841265044
0.54,0.05,0.41,18/22,0.04468966771071395
0.54,0.06,0.39999999999999997,18/22,0.048817543580162846
0.54,0.07,0.38999999999999996,18/22,0.05294541944961175
0.54,0.08,0.37999999999999995,18/22,0.05707329531906065
0.54,0.09,0.37,18/22,0.061201171188509554
0.54,0.1,0.36,18/22,0.06532904705795846
0.54,0.11,0.35,18/22,0.06945692292740736
0.54,0.12,0.33999999999999997,18/22,0.07358479879685627
0.54,0.13,0.32999999999999996,18/22,0.07771267466630517
0.54,0.14,0.31999999999999995,18/22,0.08184055053575408
0.54,0.15,0.30999999999999994,18/22,0.08596842640520297
0.54,0.16,0.29999999999999993,18/22,0.09009630227465187
0.54,0.17,0.2899999999999999,18/22,0.09422417814410078
0.54,0.18,0.27999999999999997,18/22,0.09835205401354968
0.54,0.19,0.26999999999999996,18/22,0.10247992988299859
0.54,0.2,0.25999999999999995,16/18,0.10483262556623973
0.54,0.21,0.24999999999999997,16/18,0.10665370635810704
0.54,0.22,0.23999999999999996,16/18,0.10847478714997436
0.54,0.23,0.22999999999999995,16/18,0.11029586794184165
0.54,0.24,0.21999999999999997,16/18,0.11211694873370896
0.54,0.25,0.20999999999999996,16/18,0.11393802952557627
0.54,0.26,0.19999999999999996,16/18,0.11575911031744358
0.54,0.27,0.18999999999999995,16/18,0.1175801911093109
0.54,0.28,0.17999999999999994,16/18,0.1194012719011782
0.54,0.29,0.16999999999999998,16/18,0.1212223526930455
0.54,0.3,0.15999999999999998,16/18,0.12304343348491281
0.54,0.31,0.14999999999999997,16/18,0.12486451427678012
0.54,0.32,0.13999999999999996,16/18,0.12668559506864743
0.54,0.33,0.12999999999999995,16/18,0.12850667586051473
0.54,0.34,0.11999999999999994,16/18,0.13032775665238203
0.54,0.35000000000000003,0.10999999999999993,15/18,0.13177672241123997
0.54,0.36,0.09999999999999998,15/18,0.13192262931332666
0.54,0.37,0.08999999999999997,15/18,0.13206853621541334
0.54,0.38,0.07999999999999996,15/18,0.13221444311750002
0.54,0.39,0.06999999999999995,15/18,0.13236035001958668
0.54,0.4,0.05999999999999994,15/18,0.13250625692167337
0.54,0.41000000000000003,0.04999999999999993,15/18,0.13265216382376005
0.54,0.42,0.03999999999999998,15/18,0.13279807072584673
0.54,0.43,0.02999999999999997,15/18,0.1329439776279334
0.54,0.44,0.019999999999999962,15/18,0.13308988453002005
0.54,0.45,0.009999999999999953,15/18,0.13323579143210673
0.54,0.46,-5.551115123125783e-17,15/18,0.13338169833419344
0.55,0.0,0.44999999999999996,18/22,0.024495664073904046
0.55,0.01,0.43999999999999995,18/22,0.028623539943352948
0.55,0.02,0.42999999999999994,18/22,0.03275141581280185
0.55,0.03,0.41999999999999993,18/22,0.03687929168225076
0.55,0.04,0.41,18/22,0.041007167551699655
0.55,0.05,0.39999999999999997,18/22,0.04513504342114856
0.55,0.06,0.38999999999999996,18/22,0.049262919290597465
0.55,0.07,0.37999999999999995,18/22,0.05339079516004637
0.55,0.08,0.36999999999999994,18/22,0.057518671029495275
0.55,0.09,0.36,18/22,0.06164654689894418
0.55,0.1,0.35,18/22,0.06577442276839308
0.55,0.11,0.33999999999999997,18/22,0.06990229863784198
0.55,0.12,0.32999999999999996,18/22,0.07403017450729088
0.55,0.13,0.31999999999999995,18/22,0.07815805037673978
0.55,0.14,0.30999999999999994,18/22,0.08228592624618869
0.55,0.15,0.29999999999999993,18/22,0.0864138021156376
0.55,0.16,0.2899999999999999,18/22,0.0905416779850865
0.55,0.17,0.2799999999999999,18/22,0.0946695538545354
0.55,0.18,0.26999999999999996,18/22,0.09879742972398431
0.55,0.19,0.25999999999999995,18/22,0.10292530559343321
0.55,0.2,0.24999999999999994,16/18,0.1049883850056637
0.55,0.21,0.23999999999999996,16/18,0.10680946579753099
0.55,0.22,0.22999999999999995,16/18,0.1086305465893983
0.55,0.23,0.21999999999999995,16/18,0.1104516273812656
0.55,0.24,0.20999999999999996,16/18,0.11227270817313292
0.55,0.25,0.19999999999999996,16/18,0.11409378896500023
0.55,0.26,0.18999999999999995,16/18,0.11591486975686753
0.55,0.27,0.17999999999999994,16/18,0.11773595054873484
0.55,0.28,0.16999999999999993,16/18,0.11955703134060217
0.55,0.29,0.15999999999999998,16/18,0.12137811213246945
0.55,0.3,0.14999999999999997,16/18,0.12319919292433676
0.55,0.31,0.13999999999999996,16/18,0.12502027371620408
0.55,0.32,0.12999999999999995,16/18,0.12684135450807138
0.55,0.33,0.11999999999999994,16/18,0.12866243529993868
0.55,0.34,0.10999999999999993,16/18,0.130483516091806
0.55,0.35000000000000003,0.09999999999999992,15/18,0.13097431464898454
0.55,0.36,0.08999999999999997,15/18,0.13112022155107123
0.55,0.37,0.07999999999999996,15/18,0.13126612845315788
0.55,0.38,0.06999999999999995,15/18,0.13141203535524457
0.55,0.39,0.05999999999999994,15/18,0.13155794225733125
0.55,0.4,0.04999999999999993,15/18,0.13170384915941794
0.55,0.41000000000000003,0.039999999999999925,15/18,0.13184975606150462
0.55,0.42,0.02999999999999997,15/18,0.13199566296359128
0.55,0.43,0.019999999999999962,15/18,0.13214156986567796
0.55,0.44,0.009999999999999953,15/18,0.13228747676776462
0.55,0.45,-5.551115123125783e-17,15/18,0.1324333836698513
0.56,0.0,0.43999999999999995,18/22,0.024941039784338665
0.56,0.01,0.42999999999999994,18/22,0.029068915653787566
0.56,0.02,0.41999999999999993,18/22,0.03319679152323647
0.56,0.03,0.4099999999999999,18/22,0.037324667392685376
0.56,0.04,0.39999999999999997,18/22,0.04145254326213428
0.56,0.05,0.38999999999999996,18/22,0.045580419131583186
0.56,0.06,0.37999999999999995,18/22,0.049708295001032084
0.56,0.07,0.36999999999999994,18/22,0.05383617087048099
0.56,0.08,0.35999999999999993,18/22,0.057964046739929886
0.56,0.09,0.35,18/22,0.06209192260937879
0.56,0.1,0.33999999999999997,18/22,0.0662197984788277
0.56,0.11,0.32999999999999996,18/22,0.0703476743482766
0.56,0.12,0.31999999999999995,18/22,0.0744755502177255
0.56,0.13,0.30999999999999994,18/22,0.07860342608717441
0.56,0.14,0.29999999999999993,18/22,0.08273130195662332
0.56,0.15,0.2899999999999999,18/22,0.0868591778260722
0.56,0.16,0.2799999999999999,18/22,0.09098705369552111
0.56,0.17,0.2699999999999999,18/22,0.09511492956497002
0.56,0.18,0.25999999999999995,18/22,0.09924280543441892
0.56,0.19,0.24999999999999994,16/18,0.10332306365322035
0.56,0.2,0.23999999999999994,16/18,0.10514414444508766
0.56,0.21,0.22999999999999995,16/18,0.10696522523695494
0.56,0.22,0.21999999999999995,16/18,0.10878630602882225
0.56,0.23,0.20999999999999994,16/18,0.11060738682068957
0.56,0.24,0.19999999999999996,16/18,0.11242846761255688
0.56,0.25,0.18999999999999995,16/18,0.11424954840442418
0.56,0.26,0.17999999999999994,16/18,0.11607062919629148
0.56,0.27,0.16999999999999993,16/18,0.1178917099881588
0.56,0.28,0.15999999999999992,16/18,0.11971279078002611
0.56,0.29,0.14999999999999997,16/18,0.1215338715718934
0.56,0.3,0.13999999999999996,16/18,0.1233549523637607
0.56,0.31,0.12999999999999995,16/18,0.12517603315562803
0.56,0.32,0.11999999999999994,16/18,0.12699711394749533
0.56,0.33,0.10999999999999993,16/18,0.12881819473936265
0.56,0.34,0.09999999999999992,15/18,0.13002599998464243
0.56,0.35000000000000003,0.08999999999999991,15/18,0.1301719068867291
0.56,0.36,0.07999999999999996,15/18,0.13031781378881577
0.56,0.37,0.06999999999999995,15/18,0.13046372069090245
0.56,0.38,0.05999999999999994,15/18,0.13060962759298914
0.56,0.39,0.04999999999999993,15/18,0.13075553449507582
0.56,0.4,0.039999999999999925,15/18,0.1309014413971625
0.56,0.41000000000000003,0.029999999999999916,15/18,0.1310473482992492
0.56,0.42,0.019999999999999962,15/18,0.13119325520133582
0.56,0.43,0.009999999999999953,15/18,0.1313391621034225
0.56,0.44,-5.551115123125783e-17,15/18,0.13148506900550921
0.5700000000000001,0.0,0.42999999999999994,18/22,0.025386415494773284
0.5700000000000001,0.01,0.41999999999999993,18/22,0.029514291364222185
0.5700000000000001,0.02,0.4099999999999999,18/22,0.03364216723367109
0.5700000000000001,0.03,0.3999999999999999,18/22,0.037770043103119995
0.5700000000000001,0.04,0.38999999999999996,18/22,0.04189791897256889
0.5700000000000001,0.05,0.37999999999999995,18/22,0.0460257948420178
0.5700000000000001,0.06,0.36999999999999994,18/22,0.0501536707114667
0.5700000000000001,0.07,0.35999999999999993,18/22,0.05428154658091561
0.5700000000000001,0.08,0.3499999999999999,18/22,0.05840942245036451
0.5700000000000001,0.09,0.33999999999999997,18/22,0.06253729831981342
0.5700000000000001,0.1,0.32999999999999996,18/22,0.06666517418926232
0.5700000000000001,0.11,0.31999999999999995,18/22,0.07079305005871121
0.5700000000000001,0.12,0.30999999999999994,18/22,0.07492092592816012
0.5700000000000001,0.13,0.29999999999999993,18/22,0.07904880179760902
0.5700000000000001,0.14,0.2899999999999999,18/22,0.08317667766705793
0.5700000000000001,0.15,0.2799999999999999,18/22,0.08730455353650683
0.5700000000000001,0.16,0.2699999999999999,18/22,0.09143242940595574
0.5700000000000001,0.17,0.2599999999999999,18/22,0.09556030527540464
0.5700000000000001,0.18,0.24999999999999994,18/22,0.09968818114485355
0.5700000000000001,0.19,0.23999999999999994,16/18,0.10347882309264428
0.5700000000000001,0.2,0.22999999999999993,16/18,0.10529990388451159
0.5700000000000001,0.21,0.21999999999999995,16/18,0.1071209846763789
0.5700000000000001,0.22,0.20999999999999994,16/18,0.10894206546824622
0.5700000000000001,0.23,0.19999999999999993,16/18,0.11076314626011352
0.5700000000000001,0.24,0.18999999999999995,16/18,0.11258422705198082
0.5700000000000001,0.25,0.17999999999999994,16/18,0.11440530784384813
0.5700000000000001,0.26,0.16999999999999993,16/18,0.11622638863571545
0.5700000000000001,0.27,0.15999999999999992,16/18,0.11804746942758276
0.5700000000000001,0.28,0.1499999999999999,16/18,0.11986855021945007
0.5700000000000001,0.29,0.13999999999999996,16/18,0.12168963101131736
0.5700000000000001,0.3,0.12999999999999995,16/18,0.12351071180318468
0.5700000000000001,0.31,0.11999999999999994,16/18,0.12533179259505198
0.5700000000000001,0.32,0.10999999999999993,16/18,0.1271528733869193
0.5700000000000001,0.33,0.09999999999999992,16/18,0.1289739541787866
0.5700000000000001,0.34,0.08999999999999991,15/18,0.129223592222387
0.5700000000000001,0.35000000000000003,0.0799999999999999,15/18,0.12936949912447365
0.5700000000000001,0.36,0.06999999999999995,15/18,0.12951540602656034
0.5700000000000001,0.37,0.05999999999999994,15/18,0.12966131292864702
0.5700000000000001,0.38,0.04999999999999993,15/18,0.1298072198307337
0.5700000000000001,0.39,0.039999999999999925,15/18,0.1299531267328204
0.5700000000000001,0.4,0.029999999999999916,15/18,0.13009903363490705
0.5700000000000001,0.41000000000000003,0.019999999999999907,15/18,0.13024494053699373
0.5700000000000001,0.42,0.009999999999999953,15/18,0.1303908474390804
0.5700000000000001,0.43,-5.551115123125783e-17,15/18,0.13053675434116707
0.58,0.0,0.42000000000000004,18/22,0.0258317912052079
0.58,0.01,0.41000000000000003,18/22,0.029959667074656804
0.58,0.02,0.4,18/22,0.03408754294410571
0.58,0.03,0.39,18/22,0.03821541881355461
0.58,0.04,0.38000000000000006,18/22,0.04234329468300351
0.58,0.05,0.37000000000000005,18/22,0.046471170552452416
0.58,0.06,0.36000000000000004,18/22,0.050599046421901314
0.58,0.07,0.35000000000000003,18/22,0.05472692229135022
0.58,0.08,0.34,18/22,0.058854798160799124
0.58,0.09,0.33000000000000007,18/22,0.06298267403024803
0.58,0.1,0.32000000000000006,18/22,0.06711054989969693
0.58,0.11,0.31000000000000005,18/22,0.07123842576914582
0.58,0.12,0.30000000000000004,18/22,0.07536630163859473
0.58,0.13,0.29000000000000004,18/22,0.07949417750804363
0.58,0.14,0.28,18/22,0.08362205337749254
0.58,0.15,0.27,18/22,0.08774992924694144
0.58,0.16,0.26,18/22,0.09187780511639035
0.58,0.17,0.25,18/22,0.09600568098583925
0.58,0.18,0.24000000000000005,18/22,0.10013355685528816
0.58,0.19,0.23000000000000004,16/18,0.10363458253206825
0.58,0.2,0.22000000000000003,16/18,0.10545566332393556
0.58,0.21,0.21000000000000005,16/18,0.10727674411580285
0.58,0.22,0.20000000000000004,16/18,0.10909782490767016
0.58,0.23,0.19000000000000003,16/18,0.11091890569953748
0.58,0.24,0.18000000000000005,16/18,0.11273998649140479
0.58,0.25,0.17000000000000004,16/18,0.11456106728327209
0.58,0.26,0.16000000000000003,16/18,0.11638214807513939
0.58,0.27,0.15000000000000002,16/18,0.11820322886700671
0.58,0.28,0.14,16/18,0.12002430965887402
0.58,0.29,0.13000000000000006,16/18,0.1218453904507413
0.58,0.3,0.12000000000000005,16/18,0.12366647124260861
0.58,0.31,0.11000000000000004,16/18,0.12548755203447592
0.58,0.32,0.10000000000000003,16/18,0.12730863282634325
0.58,0.33,0.09000000000000002,15/18,0.12827527755804488
0.58,0.34,0.08000000000000002,15/18,0.12842118446013157
0.58,0.35000000000000003,0.07,15/18,0.12856709136221822
0.58,0.36,0.06000000000000005,15/18,0.1287129982643049
0.58,0.37,0.050000000000000044,15/18,0.1288589051663916
0.58,0.38,0.040000000000000036,15/18,0.12900481206847828
0.58,0.39,0.030000000000000027,15/18,0.12915071897056493
0.58,0.4,0.020000000000000018,15/18,0.12929662587265162
0.58,0.41000000000000003,0.010000000000000009,15/18,0.1294425327747383
0.58,0.42,5.551115123125783e-17,15/18,0.12958843967682496
0.59,0.0,0.41000000000000003,18/22,0.026277166915642518
0.59,0.01,0.4,18/22,0.030405042785091423
0.59,0.02,0.39,18/22,0.03453291865454032
0.59,0.03,0.38,18/22,0.038660794523989225
0.59,0.04,0.37000000000000005,18/22,0.04278867039343813
0.59,0.05,0.36000000000000004,18/22,0.046916546262887035
0.59,0.06,0.35000000000000003,18/22,0.05104442213233594
0.59,0.07,0.34,18/22,0.055172298001784845
0.59,0.08,0.33,18/22,0.05930017387123374
0.59,0.09,0.32000000000000006,18/22,0.06342804974068264
0.59,0.1,0.31000000000000005,18/22,0.06755592561013155
0.59,0.11,0.30000000000000004,18/22,0.07168380147958045
